,국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인,출원인 국적,출원인 수,출원인 대표명화 코드,출원인 대표명화 영문명,발명자/고안자,우선권 번호,우선권 국가,우선권 주장일,국제 공개번호,국제 공개일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main[US],Original US Class All[US],WIPS ON key,유효특허 여부
486,US,US,P,0,Joule-Thomson cryostat having a chemically-deposited infrared detector and method of manufacture,"An infrared photodetector is disclosed which is deposited directly onto a Joule-Thomson cryostat. The cryostat includes an elongated body having gas-carrying channels contained therein. The photodetector is deposited directly onto one end of the elongated body to form a direct thermal path between the detector and cryostat, thereby eliminating the need for any intermediate thermal bridge such as a mechanical bond, thermal conductive paste or epoxy. The direct contact between the photodetector material and the cryostat reduces the thermal mass of the structure to be cooled by the cryostat, thereby decreasing both the time and the quantity of gas required to cool the detector.","1. In combination with a Joule-Thomson cryostat having an elongated substrate with gas-carrying channels formed therein, an infrared detector chemically deposited directly on said substrate, such that said infrared detector is cooled by a gas flowing through the channels of said substrate.",17,58,19860117,0,0,04682032,19870721,Itek Corporation,US,1,EN002757,ITEK CORP,Barrett; John R.,302,nan,nan,0,nan,nan,nan,G01J,G01J|H01L,250/352,250/352 | 062/514.IT | 250/370 | 357/083,4587030000000.0,0.0
487,US,US,P,0,Infrared ray target for model gun,"A model gun (MG) generates an infrared beam (L) simultaneously with ignition of a gun powder cap. The infrared beam is detected by a sensor (2) positioned in the center of a target. In response to a ""hit"", different forms of visual display are generated.","1. An infrared light responsive target, suitable for use with an aimed infrared light emitting target gun, comprising: means for detecting the intensity of an aimed infrared light emission from said target gun;means for transducing only said detected infrared light emission in excess of a predetermined level of intensity into a contemporaneous mechanical impulse; anda tangible object responding to said mechanical impulse to simulate a tangible impact thereon.",11,46,19841214,0,0,04652740,19870324,"The Collector's Armoury, Inc.",US,1,nan,nan,Kobayashi; Tazo,97,JP,1983-04-15,198400415,1984-10-25,nan,nan,H01J,H01J|F41J,250/215,250/215,4587010000000.0,0.0
488,US,US,P,0,Photodiode array,A photodiode array structure and method of fabrication is provided. The ay is fabricated on a substrate as a multilayer structure with a novel combination of different type layers and then separated into optically independent diodes by delineation of the diodes. A novel array with heterojunction diodes for far-infrared is specifically disclosed.,"1. In an image detector system having an array of diode detectors, sensitive to light in a given frequency band, mounted on a thick high resistance substrate transparent to light in said band; the improvement wherein: said array comprises three thin superposed coextensive layers of epitaxially grown semiconductive material doped to provide a different conductivity in each of said layers;the second or center layer of said three layers being formulated to provide energy-band gaps which highly absorb energy in said selected band thereby generating therein a high density of photocurrent in response to said radiation;a first or top layer of said three layers doped to provide current carriers having a conductivity opposite to said second layer, thereby forming a photodiode;a third or bottom layer of said three layers doped to have the same conductivity type but greater conductivity than said second layer thereby providing good ohmic contact between all points on the adjacent surface of said second layer;said first and third layers being formulated to be transparent to energy in said selected band, and each having a broad surface spaced from said second layer;an array of equally spaced ohmic metal contacts arranged in rows and columns attached to said broad surface of said first layer; andsaid three layers defining at least two series of grooves with a groove between every adjacent parallel pair of said rows and columns of said contacts, the grooves in different series intersecting, and said grooves penetrating the full depth of said first and second layers plus a very small fraction of said third layer, whereby said contacts are mounted on isolated portions of said first and second layers connected only through said third layer.",9,50,19850321,0,0,04646120,19870224,The United States of America as represented by the Secretary of the Army,US,1,EN000269,US ARMY,Hacskaylo; Michael,302,nan,nan,0,nan,nan,nan,H01L,H01L|H01L,357/030,357/030 | 357/016 | 357/032 | 357/055,4587010000000.0,0.0
489,US,US,P,0,System and method for projecting multiple images directly onto printing plates,"A method and system for direct-to-printing plate multiple imaging. Supported on an overhead beam are a lamp house, a subject holder and adjacent condenser lens system, and an objective lens. The lamp house emits a highly intense, uniformly diverging beam of light which is narrow-banded to avoid excessive heat. The condenser lens system gathers the light and directs it through a film negative or positive on the subject holder. The objective lens focuses the film image on a metal printing plate which is held on a platen and coated with a photosensitive emulsion having an exposure time in the range of seconds rather than minutes.","1. A method of transferring an image along an optical path to be printed directly onto a rigid printing plate having a photosensitive coating, said method comprising the steps of: generating from a substantially point source a uniformly diverging beam of highly intense light having wavelengths restricted to a relatively narrow wavelength band;limiting heat build-up in said optical path;providing an objective lens;passing said diverging beam of light through a condenser lens to obtain a converging beam which converges in the objective lens;locating copy containing the image adjacent the condenser lens and in the path of the beam to project the film image;focusing the converging beam on the objective lens; andprojecting the beam from the objective lens onto a preselected portion of the printing plate for sufficient time to expose the photosensitive coating, thereby providing the image on said preselected portion of the printing plate.",20,38,19830910,0,0,04641958,19870210,UKN,nan,0,nan,nan,Wally; Joseph H. | Wilson; Samuel E.,302,nan,nan,0,nan,nan,nan,G03B,G03B,355/071,355/071,4587010000000.0,0.0
490,US,US,P,0,Training aid for detector/cooler assembly,A training device is provided to test the skill of a worker assembling cors with cold fingers to dewars containing infrared detectors. The latter are very expensive and fragile. Dummy units are employed and undesirable contacts between these units are recorded electrically.,"1. A training apparatus for assemblers of low temperature IR detection systems, comprising: a male test unit having the same external configuration as an existing IR detector cooler with a cold finger, at least the portion of said unit representing said cold finger having a fist electrically conductive surface;a female test unit having the same external configuration as an existing detector dewar for said cooler, the recess in said dewar for said cold finger having a second electrically conductive surface;said first and second conductive surfaces including all areas of surfaces of said male and female units which are separated by less than one centimeter when the units are assembled, except for those areas which are in contact;an electronic signalling device; andan electric power source, said source and device each being electrically connected to a different one of said first and second surfaces and serially connected to each other, whereby contact between said surfaces activates a warning signal.",5,57,19851210,0,0,04635448,19870113,The United States of America as represented by the Secretary of the Army,US,1,EN000269,US ARMY,Fournier; William R.,302,nan,nan,0,nan,nan,nan,F25B,F25B,062/467,062/467 | 062/514.R | 250/352,4587000000000.0,0.0
491,US,US,P,0,Maneuvering air dispensed submunition,"An air dispensed assembly in the form of a submunition cannister is disclosed which has the capability to perform a lateral maneuver during the final 1500 ft. of descent before impact. Maneuvering is accomplished by deploying a samara blade shaped wing from the rear of the submunition cannister after ejection from the casing of the launching shell. The wing is sized and provided with an angle of attack which causes the cylindrical shaped cannister to spin as it descends downward at approximately a constant rate of descent. A passive infrared sensor in the nose of the cannister provides target information to a data processor which generates steering commands to appropriately alter the wing angle of attack so as to bring about a corrective lateral change in direction. When within lethal range of the sensed target, the warhead in the submunition is detonated.","1. An air dispensed submunition having the capability to perform a lateral maneuver during descent onto a target area, the submunition comprising: a cannister having an axis and a generally cylindrical shape, said cannister containing a warhead capable of detonation;means for inducing spin to said cannister about its longitudinal axis;a wing attached by its one end to the top end of said cannister, the second end of said wing extending outwardly at right angles to the axis of said cannister, the chord of said wing having an angle of attack sufficient to impart a rotation torque to said submunition during descent;sensor means for detecting targets of opportunity in the search footprint area below said descending submunition, said search footprint field of view being larger than the lethal range of said warhead;data processor means for generating steering commands from target information gathered by said sensor means;a means acting on said wing for changing the angle of attack thereof in response to said steering commands for maneuvering said submunition within lethal range of said target; andsignal activation means to generate a detonation command to explode said warhead.",10,55,19851015,0,0,04635553,19870113,Avco Corporation,US,1,EN001762,AVCO CORP,Kane; Thomas A.,302,nan,nan,0,nan,nan,nan,F42B,F42B,102/384,102/384 | 102/388,4587000000000.0,0.0
492,US,US,P,0,Photoelectric pinfall detection system,"The invention provides a photoelectric bowling pinfall detection system which automatically scans and displays the number of the knocked down pins after each ball delivery. The system comprises an emitter positioned offset to the central longitudinal axis of the bowling lane in a certain distance to the pin arrangement, which emits a sharply focussed beam towards the pins. A receiver is provided behind the pins which detects the receipt of the focussed beam. If the beam is swept along the pins, each standing pin causes an interruption of the beam which is recorded by the receiver and fed to a processing circuitry. From the output signals of the receiver information about the numbers of the knocked down pins is derived and displayed.","1. A photoelectric pinfall detection system comprising: a radiation emitting means standing offset to the longitudinal axis of a bowling lane in a predetermined distance to the pins and being adapted to emit an electromagnetic signal beam which is focussed at least in one plane;a receiving means including a receiving element adapted to receive said electromagnetic beam emitted by said radiation emitting means and to generate a first output signal in response to the receipt of said electromagnetic beam and a second output signal, if no electromagnetic beam is received;said electromagnetic beam emitted by said emitting means and said receiving element included in said receiving means being movably arranged with reference to each other in such a way that the electromagnetic beam is interrupted by each standing pin and that such interruption is detected during said relative movement of said beam and said receiving element, and said receiving element generating said second output signal for a time interval corresponding to the duration of the electromagnetic beam interruption;an electronic circuitry means connected to said radiation emitting means and said receiving means, said electronic circuitry means receiving said first and said second output signals from said receiving means and being adapted to process said received first and second output signals, wherein said electronic circuitry means includes means for summing the time intervals of electromagnetic beam interruption for each pin that is standing, and means for transforming said summed intervals into the number of fallen pins, and said electronic circuitry means further including display means to display the number and position of the fallen pins in response to said first and second output signals.",34,48,19850128,0,0,04629189,19861216,UKN,nan,0,nan,nan,Meniconi; Vittorio,6,DE,1984-02-11,0,nan,nan,nan,A63D,A63D,273/054.E,273/054.E,4586050000000.0,0.0
493,US,US,P,0,Non-delineated detector having a differential readout,"The present invention is an improvement on the thermal imaging detector of Elliott (U.S. Pat. No. 3,995,195). This detector, which has come to be called the SPRITE detector (Signal PRocessing In The Element), is being applied in serially scanned thermal imaging systems for the 8-12 micrometer infrared spectral band. All such SPRITE detectors to date have been three terminal devices, including two bias contacts at either end of the detector, and one additional readout electrode which, together with the nearby bias contact, define the readout zone across which the integrated photoconductive signal voltage is measured. The present invention recognizes that using a bias contact as one of the two readout electrodes can substantially reduce the spatial frequency response of the SPRITE detector. Thus, the present invention utilizes a four-terminal SPRITE detector configuration in which readout is achieved in a differential manner across two voltage probes. The two voltage probes are located far enough away from the bias contacts so that the bias contacts do not degrade the spatial frequency response.","1. In a thermal radiation imaging system comprising detector means and scanning means for scanning a thermal radiation image across said detector means, a radiation detector comprising: an elongated strip of semiconductor material which is photoconductive by the generation of electron and hole photocarriers when said radiation image is scanned along said strip, said strip having first and second ends;a first contact at said first end and a second contact at said second end;means for applying lengthwise through said strip, between said first contact and said second contact, a bias electric current producing an ambipolar drift of photocarriers in said strip whose velocity and direction of drift substantially match respectively the velocity and direction of scanning of said strip;first and second readout electrodes connected to said strip near said second end of said strip, said strip having an active length and said readout electrodes having a separation such that minority photocarriers in said drift reach said separation between said readout electrodes in a time less than the average electron hole recombination time of said semiconductor material; and whereinsaid first and second readout electrodes are spaced from said second contact such that the readout electrode nearest said second contact is located a distance from said second contact which is no less than the upstream diffusion length (Lu) of said detector, wherein Luis defined by the relationship ##EQU2## where Lais the ambipolar diffusion length and δ is the drift velocity (Vdrift) divided by τ, where τ, is the minority carrier lifetime.",5,47,19850114,0,0,04628203,19861209,"Honeywell, Inc.",US,1,UN000213,HONEYWELL INC,Reine; Marion B. | Kusner; Ronald R.,302,nan,nan,0,nan,nan,nan,G01L,G01L,250/334,250/334 | 250/370,4586050000000.0,0.0
494,US,US,P,0,Fiber optic thermal anemometer,"To measure the heat transfer coefficient of a sample, an element with temperature sensitive optical properties is placed in contact or implanted in the sample. The element is heated or cooled. The temperature difference between the element and the unheated sample and the rate of heating or cooling indicate the heat transfer coefficient of the sample. In one embodiment, the element is heated or cooled at a constant rate. The heat transfer coefficient of the sample is then inversely related to the difference in temperature between the element and the unheated sample. Alternatively, the element may be heated or cooled at such a rate that the temperature difference between the element and the unheated sample remains substantially constant. The heat transfer coefficient of the sample then varies directly with the rate of heating or cooling. The heat transfer coefficient of a sample is a measure of its composition and other physical properties. The composition of gasses, liquids, the presence of bubbles in a liquid, and fluid levels can be detected by the optical technique. Pressure and flow rates of fluids can also be detected. The technique can be used also to more accurately measure the thermal conductivity and temperature of small objects with small heat capacities.","1. An apparatus for testing the heat transfer coefficient of a sample in an environment comprising: an element having temperature sensitive optical properties and being adapted to contact or to be implanted in the sample;radiation heat transfer means for directly supplying heat to the element;means for transmitting electromagnetic radiation to said element; andmeans for optically detecting said temperature sensitive optical properties of the element to test the heat transfer coefficient of the sample, whereby the difference between the temperature of the element and that of the environment is an indication of the heat transfer coefficient of the sample.",79,40,19831012,0,0,04621929,19861111,Luxtron Corporation,US,1,EN020381,LUXTRON CORP,Phillips; Stephen R.,302,nan,nan,0,nan,nan,nan,G01N,G01N|G01J,374/043,374/043 | 374/131 | 374/020 | 374/141 | 073/295 | 073/861.5 | 073/861.22 | 073/714 | 356/044,4586050000000.0,0.0
495,US,US,P,0,Laser trimming of resistors over dielectrically isolated islands,Single crystal dielectrically isolated islands are formed providing a substantially non-reflective or indentured silicon surface before the application of the dielectric isolation layer and the polycrystalline support. Thin film resistor material is formed and delineated on an insulative layer over the single crystal island juxtaposed to the substantially non-reflective bottom dielectric isolation. The thin film resistive layer is trimmed using a laser.,"1. A method of fabricating dielectrically isolated islands for subsequent use with laser radiation processing comprising: forming isolation grooves in a first surface of a semiconductor substrate;forming a plurality of indentures in said first surface;forming a layer of dielectric material on said first surface, in said indentures and on said grooves;forming a layer of support material on said dielectric layer overfilling said grooves;removing portions of said substrate to a second surface opposite said first surface to form dielectrically isolated islands of said substrate exposed at said second surface.",36,43,19840515,0,0,04594265,19860610,Harris Corporation,US,1,UN000413,HARRIS CORP,Van Vonno; Nicolaas W. | Hull; Richard | Reinecke; Paul S.,302,nan,nan,0,nan,nan,nan,B05D,B05D,427/053.1,427/053.1 | 219/121.LJ | 427/102 | 427/259 | 427/264 | 427/265 | 427/276 | 427/309 | 427/344,4586020000000.0,0.0
496,US,US,P,0,Hybrid epitaxial growth process,"A method of making infrared detectors on a substrate of mercury cadmium turide (HgCdTe) or mercury zinc telluride (HgZnTe). The steps include those of preparing the substrate, etching and passivating it, and placing it in the ultra-high vaccuum environment of a molecular beam epitaxy apparatus. While in the apparatus, one or more layers of zinc cadmium telluride (ZnCdTe) are deposited. When the ZnCdTe deposition is finished, the substrate is removed from the apparatus and the detectors are delineated lithographically.","1. A method of making at least one infrared detector from a low band-gap material, including the steps of: (1) preparing a substrate with at least one HgCdTe or HgZnTe layer;(2) etching and passivating said layer;(3) placing said substrate in an ultra-high vacuum environment;(4) removing the passivation from said layer;(5) forming at least one ZnCdTe layer on said substrate by molecular beam epitaxy,(6) removing said substrate from said ultra-high vacuum environment; and(7) delineating at least one detector on said substrate.",2,45,19841102,0,0,04589192,19860520,The United States of America as represented by the Secretary of the Army,US,1,EN000269,US ARMY,Dinan; John H. | Gutierrez; William A.,302,nan,nan,0,nan,nan,nan,H01L,H01L,029/572,029/572 | 029/576.E | 148/175,4586020000000.0,0.0
497,US,US,P,0,Passive optical position measurement system,"A device is disclosed which enables calculation of the location of an object within a three dimensional work area. The system utilizes a pair of position sensing detectors each of which is surrounded by light emitting diodes (LED's) and requires attachment of a retro-reflector to each target whose position is to be determined. In a preferred embodiment, each position sensing detector is surrounded by infrared LED's of two different light wavelengths. Two targets are present in the work area each with a retro-reflector attached thereto and each including a single bandpass filter, in front of its retro-reflector, one target having a bandpass filter corresponding to one LED wavelength and the other target having a bandpass filter corresponding to the other LED wavelength. Circuitry is also disclosed which drives the LED's and interprets the signals received by the position sensing detectors so that the position of the two targets may be determined and displayed in the form of x, y, and z coordinates.","1. A passive optical position measurement system for determining and displaying the position of an object within a three-dimensional work area comprising: (a) at least two position sensing detectors positioned a pre-determined spaced distance apart from one another and positioned in substantially a common plane substantially adjacent to the periphery of said work area;(b) first reflecting means located within said work area and adapted to be attached to a first object, the position of which is to be detected;(c) second reflecting means located within said work area and adapted to be attached to a second object, the position of which is to be detected;(d) light source means positioned adjacent each position sensing detector, said light source means including distinct light sources, each generating a distinct different light wavelength, the number of distinct light sources corresponding to the number of objects;(e) each reflecting means including distinct filter means positioned in front of the reflective portion, each filter means allowing light therethrough with only one of said wavelengths and each said filter means corresponding to a wavelength different from all other filter means;(f) means controlling said position sensing detectors and light source means whereby said light source means may be activated to emit light therefrom, said controlling means sequentially pulsing said light sources of distinct different wavelengths, said light from each respective said light source means reflecting from said reflecting means directly back to the position sensing detector adjacent to the respective said light source means and said controlling means receiving signals from said position sensing detectors to calculate and display the position of said first and second objects in three dimensions;(g) a further light source means generating light at a distanct wavelength from the wavelengths of said light sources corresponding to said objects; said further light source means each being positioned adjacent a position sensing detector; and(h) said controlling means pulsing said further light source means and including means for interpreting signals received by said position sensing detectors from said further light source means to allow compensation for scattering objects within said work area, the position of which is not desired to be detected and displayed.",11,33,19821213,0,0,04576481,19860318,"Position Orientation Systems, Ltd.",US,1,nan,nan,Hansen; Per K.,302,nan,nan,0,nan,nan,nan,G01B,G01B,356/375,356/375 | 356/373 | 356/446 | 250/578,4586010000000.0,0.0
498,US,US,P,0,Apparatus and method for fabricating backside mosaic of photoconductive infrared detectors,"An apparatus and method for fabricating a backside contacted mosaic detector array which provides close detector packing in one or more directions by eliminating over the edge contacts typically used. The method uses indium or other coldweldable metal, both as a means for fastening the array from the backside to its circuit board and as a means for providing electrical contact with each detector.","1. A method for fabricating a backside contacted photoconductive detector assembly from a first substrate wherein said detector assembly is electrically connected to exterior signal processing electronics by a second substrate having electrical contact pads, said method comprising the steps of: A. forming one or more of said first contact pads on said second substrate, wherein each of said first contact pads is positioned in a desired area of electrical connection to said second substrate, and wherein said first contact pads are positioned to avoid electrical contact between each of said first contact pads;B. forming one or more insulating passivations on a first surface of said first substrate, said passivations shaped to expose portions of said first surface of said first substrate;C. forming one or more first deformable contact pads on said first substrate wherein each of said first deformable contact pads is positioned between said passivations on said first surface and over said passivations threby forming a substantially planar exposed surface, wherein each of said first deformable contact pads is positioned such that it forms an electrical contact with said first substrate at said first surface, and wherein each of said first deformable contact pads provides electrical contact with said first contact pads on said second substrate;D. bringing said first and said second substrates into physical contact such that said first contact pads are in contact with said first deformable contact pads and wherein said first contact pads are physically connected to and electrically connected to said first deformable contact pads on said first substrate; andE. delineating at least two individual detector elements from said first substrate, wherein each of said elements covers each of said passivations, and such that said detector elements are in electrical contact with said first contact pads by means of said first deformable contact pads.",16,44,19840815,0,0,04570329,19860218,Honeywell Inc.,US,1,UN000213,HONEYWELL INC,Paine; Christopher G. | White; William J. | Resnick; Susan J.,302,nan,nan,0,nan,nan,nan,H01L,H01L|H01L,029/572,029/572 | 029/576.J | 029/610.R | 029/831 | 148/DIG.80 | 250/332 | 357/030,4586010000000.0,0.0
499,US,US,P,0,Image tube IR illuminator indicator,"An infrared (IR) illuminator indicator which has a fiber optics light guide hat channels the IR radiation from an IR radiation source in the illuminator to the faceplate of an image tube as an indicator mark. The image tube converts the IR radiation to the visible spectrum. If the operator of the image tube attempts to operate the IR illuminator at large ranges, or if a near target is suddenly removed so that the IR radiation suddenly reached a much larger range, the image tube gain will suddenly increase to compensate for less reflected radiation. With the fiber optics light guide channeling a constant amount of IR radiation from the IR radiation source to the input of the faceplate, the enhanced gain of the image tube automatically brightens the indicator mark to the observer of the image tube and thus indicates the need to immediately turn off the IR radiation source to avoid detection by the enemy.","1. An IR illuminator indicator in an IR to visible imaging system, said indicator comprising: an IR radiation source in an IR illuminator;an image tube having switchable means for switching said IR radiation source on and off; anda fiber optics guide means having an input end and an output end respectively connected between the proximity of said IR radiation source and an input faceplate of said image tube for directly channeling a small portion of the IR radiation from said IR radiation source to an indicator mark on said input faceplate in which said IR radiation source simultaneously emits IR radiation straight forward toward a target and into said input end of said fiber optics guide means wherein reflected IR radiation from said target and from said indicator mark is detected by an observer viewing said image tube in which any sudden gain of said image tube caused by an operator of the image tube changing from viewing a near view highly reflective target to a less reflective distant target area enhances the brightness of said indicator mark when compared with said reflected IR radiation being observed and said IR radiation source may be turned off to prevent possible enemy detection in said distant target area.",6,41,19831031,0,0,04544844,19851001,The United States of America as represented by the Secretary of the Army,US,1,EN000269,US ARMY,Moyers; Thomas E.,302,nan,nan,0,nan,nan,nan,H01J,H01J,250/330,250/330,4585040000000.0,0.0
500,US,US,P,0,Particulate sample analyzing instrument employing vibration to compact the sample,"In an instrument for optically analyzing particulate samples such as grain samples, the sample is introduced into a chute which is received in a vibrating apparatus to vibrate the grain in the chute and compact it. The chute is then dropped to a carriage which transports the chute and the grain through a beam of narrow band infrared light. A photocell is positioned to detect the amount of light passing through the grain sample.","1. A method of analyzing a particulate sample comprising introducing the sample into a container, vibrating the sample within said container to compact the particulate sample during a first interval, then during a second interval after said first interval, directing a beam of light onto the sample compacted in said container while said sample is not being vibrated, detecting the intensity of the light from said beam after the light has come in optical contact with said sample.",12,32,19820923,0,0,04538908,19850903,Pacific Scientific Company,US,1,EN009097,PACIFIC SCIENTIFIC CO,Webster; Donald R.,302,nan,nan,0,nan,nan,nan,G01J,G01J|G01N,356/036,356/036 | 356/418 | 250/576,4585040000000.0,0.0
501,US,US,P,0,Method and apparatus for remote measurement of a particulate matter on a moving sheet,"Method and apparatus are disclosed for detecting and measuring the quantity of particulate matter on a substrate without contacting the sheet or disturbing the particulate matter. Directed, non-visible light energy interacts with particulate matter on the surface of the sheet; and a portion of such incident light energy is redirected at an acute angle that is significantly different from the angle of reflection of such light energy by the surface of the sheet. Infrared energy, particularly that having a wave length of about 940 nanometers, is particularly effective in the detection and measurement of clear epoxy powder; and the portion of such infrared energy effected by the particulate material may be related to the quantity of particulate material on the substrate. In the system for effecting the method and apparatus, a detector generates a voltage signal that may be related to the weight of coating material on the surface of the sheet by the relationship: ##EQU1## where W is the density of coating material on one surface of the substrate,VRis the level of the amplified voltage signal, andk1and k2are constants of the system.","1. A method of measuring the particulate coating material on a substrate, comprising: directing infrared energy having a wave length of about 940 nanometers at a substrate at an angle of about 45°,detecting infrared energy from the particulate material along a line that is normal to the substrate and lying at an angle at 45° from the direction from the incident infrared energy,generating a voltage from the detected infrared energy,amplifying the voltage signal to provide a voltage level from which coating weight can be derived by the relationship ##EQU4## where Wpis the density of coating material on one surface of the substrate,VRis the level of the amplified voltage signal, andk1and k2are constants of the system.",7,37,19830603,0,0,04535239,19850813,Ball Corporation,US,1,EN002806,BALL CORP,Brighton; Andrew P.,302,nan,nan,0,nan,nan,nan,G01J,G01J,250/339,250/339 | 250/340,4585030000000.0,0.0
502,US,US,P,0,Single device for measurement of infrared or millimeter wave radiation,"A radiation measurement means is shown which has the capability of detect radiation in both the millimeter wave, and the infrared, frequency regions. A basic self-oscillating Gunn diode is enclosed in a donut shaped silicon ring. The presence of infrared energy will create holes and electrons in the silicon material, altering its conductivity, and lower the power of oscillation. The realized drop in oscillating power identifies the infrared. Millimeter wave radiation is detected because an intermediate frequency is generated as the Gunn diode operates as a self-oscillating mixer of the new different frequency with its own oscillating frequency. Thus it is possible to detect signals from both ranges, in a single device.","1. An infrared and millimeter wave radiation detection device comprising: a biased negative resistance device, self-oscillating within a microwave cavity; one end of said cavity adjacent the device comprising an optical window;means surrounding said negative resistance device, said means for surrounding being of a semiconductor material;means for probing the level of power subsistent within said cavity and means for establishing that said power level has experienced a drop;means connected to said negative resistance device for outputting the signals being generated by said negative resistance device; and means for detecting output signals of said device whose frequency is intermediate between that of a measured wave, and that of the self-oscillating frequency of the said negative resistance device;whereby a drop in power represents detection of infrared wave radiation and presence of an intermediate frequency signal represents detection of millimeter wave radiation.",9,36,19830519,0,0,04509009,19850402,The United States of America as represented by the Secretary of the Army,US,1,EN000269,US ARMY,"Jacobs; Harold | Dixon, Jr.; Samuel | Malecki; Edmund E.",302,nan,nan,0,nan,nan,nan,G01R,G01R,324/095,324/095 | 250/338 | 250/370,4585010000000.0,0.0
503,US,US,P,0,Method of forming GaAs on Al.sub.y Ga.sub.1-y As transmission mode photocathodehode,"A method of forming a high sensitivity, large area, negative electron affty (NEA), infrared sensitive transmission mode, GaAs on AlGaAs photocathode structure with the GaAs layer being of controlled homogeneous thickness and having a blemish-free surface. The structure is formed by using a combination of liquid and vapor phase epitaxial techniques, i.e., hybrid epitaxy.","1. A method of reproducibly forming a large high sensitivity negative electron affinity infrared transmission mode, single crystalline GaAs on AlGaAs photocathode structure by hybrid epitaxy, the steps of forming said photocathode structure comprising: providing and preparing a high quality single crystalline seed crystal by chemically etching a growth surface;epitaxially growing a lightly p-doped (0.5-1.0×1018cm-3) 60-80 micron thick AlyGa1-yAs passivating window layer on the chemically etched growth surface of said single crystalline seed crystal by liquid phase epitaxy in which the step is carried out in a ultra high purity hydrogen atmosphere where the composition corresponds to a bandgap greater than 1.8 eV by adjusing the GaAl composition of the melt wherein elemental zinc is added to the melt to provide the p-type dopant;mechanically-chemically polising the liquid phase epitaxially grown surface of said passivating window layer to eliminate any surface irregularities and produce a blemish free specular surface of high optical quality;growing a high transmission photosensitivity p-doped (5×1018cm-3) GaAs photoemitting layer of controlled homogeneous thickness of about one micron onto said passivating window layer by vapor phase epitaxy technique using an open tube process with HCl-Ga-AsH3-H2as reagents and elemental zinc as the p-type dopant;activating said GaAs photoemitting layer to a state of negative electron affinity by heat cleaning in vacuum and applying monolayers of cesium and oxygen; andproviding a window area and supporting said photoemitting layer-passivating window layer composite of said photocathode structure by a support means.",12,35,19830622,0,0,04477294,19841016,The United States of America as represented by the Secretary of the Army,US,1,EN000269,US ARMY,Gutierrez; William A. | Wilson; Herbert L.,302,nan,nan,0,nan,nan,nan,H01L,H01L,148/171,148/171 | 148/172 | 029/572,4584040000000.0,0.0
504,US,US,P,0,Focal plane photo-detector mosaic array apparatus,"A focal plane detector mosaic array is formed by securing wafers of the detector material to a focal plane having individual conductor leads embedded therein, ion milling to delineate separate detector islands in individual electrical contact with the conductor leads, and using ion implantation to form p-n junctions in the detector islands.","1. A focal plane photo-detector array structure comprising: a plurality of substrate layers secured together and extending at right angles to the focal plane, said layers supporting between them a multiplicity of separate electrical conductors which terminate in spaced contact points at the focal plane;a layer of electrically conducting bonding material on the focal plane ends of the substrate layers; anda multiplicity of individual photo-detectors which are physically and electrically isolated islands secured to the focal plane surface of the substrate layers by the bonding material, each island being located directly above, and connected electrically to, a single contact point provided by one of said electrical conductors.",10,25,19810511,0,0,04449044,19840515,Carson Alexion Corporation,US,1,nan,nan,Rotolante; Ralph A. | Koehler; Toivo,302,nan,nan,0,nan,nan,nan,H01J,H01J,250/211.J,250/211.J | 250/578 | 357/032,4584020000000.0,0.0
505,US,US,P,0,Methods of making infrared photoconductors with passivation control,An array of semiconductive photoconductor detectors is formed on a substr with which the array forms a heterojunction. The array has a whole or partial overlayer of the same material as the substrate. Ohmic connections are made on the detectors and conductive read-out leads are connected to these connections; the leads are made of a conductor that forms a Schottky barrier with the substrate and overlayer. Ohmic connections are made to the substrate and overlayer such that a voltage bias may be applied between the substrate-overlayer combination and the array. The bais is used to control the accumulation layer in the substrate beneath the array in order to maximize sesitivity.,"1. A method of making an infrared detector from a semiconductor substrate doped slightly conductive, which method includes the following steps: (a) prepare the substrate and coat one side thereof with an ohmic contact metal;(b) deposit a layer of semiconductor photoconductor material on the opposite side of said substrate from said metal;(c) mask the photoconductor layer;(d) remove the unmasked portion of the photoconductor layer;(e) remove the mask;(f) deposit an overlayer of the same material as the substrate atop the bared substrate and the remaining photoconductive layer;(g) mask the overlayer for detector ohmic contacts;(h) remove the unmasked portions of the overlayer and a portion of the photoconductor layer to form cavities therein;(i) deposit ohmic contact material atop the mask and onto the bottoms of said cavities;(j) remove the mask and the contact material thereon;(k) coat the overlayer and the surfaces of the cavities with a Schottky barrier metal;(l) mask the metal;(m) remove the unmasked portions of the metal whereby read contacts remain atop the overlayer and connect to the ohmic contacts in said cavities;(n) remove the mask; and(o) apply bonding leads to the read contacts.",2,28,19810827,0,0,04445269,19840501,The United States of America as represented by the Scretary of the Army,US,1,EN000269,US ARMY,Pollard; John H.,302,nan,nan,0,nan,nan,nan,H01L,H01L|H01L,029/572,029/572 | 029/580 | 148/171,4584020000000.0,0.0
