	applicant	patent_id
1091	general dynamics european land systems-germany gmbh	1060
1092	lmt mercer group inc.	1061
1093	ukn	1062
1094	ukn	1063
1095	magdeburger forderanlagen und baumaschinen gmbh	1064
1096	durakerb limited	1065
1097	magdeburger forderanlagen und baumaschinen gmbh	1066
1098	ukn	1067
1099	abg allgemeine baumaschinen-gesellschaft mbh	1068
1100	magdeburger forderanlagen und baumaschinen gmbh	1069
1101	ukn	1070
1102	lmt mercer group inc.	1071
1103	ukn	1072
1104	ukn	1073
1105	ukn	1074
1106	oshkosh corporation	1075
1107	koninklijke philips electronics n.v.	1076
1108	somero enterprises, inc.	1077
1109	michigan technological university	1077
1110	narita international airport corporation	1078
1111	sanki engineering co., ltd.	1078
1112	ukn	1079
1113	astron fiamm safety s.p.a.	1080
1114	ukn	1081
1115	carmanah technologies corporation	1082
1116	ukn	1083
1117	ukn	1084
1118	fieldturf tarkett inc.	1085
1119	magdeburger forderanlagen und baumaschinen gmbh	1086
1120	ukn	1087
1121	ukn	1088
1122	dew engineering and development limited	1089
1123	michigan technological university	1090
1124	somero enterprises, inc.	1090
1125	gu-wei chang	1091
1126	ukn	1092
1127	institut national d'optique	1093
1128	somero enterprises, inc.	1094
1129	integrated electronics solutions pty ltd.	1095
1130	ukn	1096
1131	ukn	1097
1132	ukn	1098
1133	ukn	1099
1134	franz plasser bahnbaumaschinen-industriegesellschaft m.b.h.	1100
1135	qinetiq limited	1101
1136	ukn	1102
1137	seikitokyukogyo co., ltd.	1103
1138	delaware capital formation, inc.	1104
1139	michigan technological university	1104
1140	ukn	1105
1141	ukn	1106
1142	ukn	1107
1143	ukn	1108
1144	ukn	1109
1145	fieldturf inc.	1110
1146	ukn	1111
1147	delaware capital formation, inc.	1112
1148	michigan technological university	1112
1149	ukn	1113
1150	delaware capital formation, inc., a corporation of the state of delaware	1114
1151	michigan technological university	1114
1152	carmanah technologies inc.	1115
1153	mhe technologies, inc.	1116
1154	m-b companies, inc. of wisconsin	1117
1155	ukn	1118
1156	ukn	1119
1157	ukn	1120
1158	fieldturf inc.	1121
1159	3m innovative properties company	1122
1160	dew engineering and development limited	1123
1161	ukn	1124
1162	oshkosh truck corporation	1125
1163	lafarge road marking, inc.	1126
1164	ukn	1127
1165	national sign & signal co.	1128
1166	ukn	1129
1167	ukn	1130
1168	ukn	1131
1169	ukn	1132
1170	ukn	1133
1171	ukn	1134
1172	ukn	1135
1173	turfstore.com, inc.	1136
1174	ukn	1137
1175	norfolk southern corporation	1138
1176	ukn	1139
1177	ukn	1140
1178	robert bosch gmbh	1141
1179	ukn	1142
1180	ukn	1143
1181	trimble navigation limited	1144
1182	tenax corporation	1145
1183	industry advanced technologies	1146
1184	doppel co., ltd.	1147
1185	ukn	1148
1186	ukn	1149
1187	turfstore. com inc.	1150
1188	auckland uniservices limited	1151
1189	ukn	1152
1190	siemens airfield solutions	1153
1191	franz plasser bahnbaumaschinen-industriegesellschaft m.b.h.	1154
1192	road ware b.v.	1155
1193	ukn	1156
1194	ukn	1157
1195	ukn	1158
1196	ukn	1159
1197	auckland uniservices limited	1160
1198	ukn	1161
1199	ukn	1162
1200	franz plasser bahnbaumaschinen- industriegesellschaft m.b.h.	1163
1201	ukn	1164
1202	maklite, l.l.c.	1165
1203	ukn	1166
1204	tsung-hong tsai	1167
1205	amoluxe co. ltd.	1168
1206	taiwan network computer & electronic co., ltd.	1169
1207	c.r.f. societa consortile per azioni	1170
1208	lightlane llc	1171
1209	led net ltd.	1172
1210	yechezkal evan spero	1173
1211	igt	1174
1212	ukn	1175
1213	ukn	1176
1214	astron fiamm safety s.p.a.	1177
1215	intelligent technologies international, inc.	1178
1216	ukn	1179
1217	well-light inc.	1180
1218	ukn	1181
1219	ukn	1182
1220	astron fiamm safety s.p.a.	1183
1221	tyc brother industrial co., ltd.	1184
1222	ukn	1185
1223	ukn	1186
1224	intelligent technologies international, inc.	1187
1225	astron fiamm safety s.p.a.	1188
1226	cyberscan technology, inc.	1189
1227	toyota jidosha kabushiki kaisha	1190
1228	general electric company	1191
1229	ukn	1192
1230	matthew dunn	1193
1231	general electric company	1194
1232	m-e companies, inc. of wisconsin	1195
1233	ukn	1196
1234	denso corporation	1197
1235	guide corporation	1198
1236	general electric company	1199
1237	sanmina-sci corporation	1200
1238	ukn	1201
1239	ukn	1202
1240	ukn	1203
1241	guide corporation (a delaware corporation)	1204
1242	valeo vision	1205
1243	m-b companies, inc. of wisconsin	1206
1244	ukn	1207
1245	ukn	1208
1246	ukn	1209
1247	ukn	1210
1248	yechezkal evan spero	1211
1249	spx corporation	1212
1250	verifeye inc.	1213
1251	general electric company	1214
1252	ukn	1215
1253	ukn	1216
1254	valeo vision	1217
1255	ukn	1218
1256	valeo vision	1219
1257	spx corporation	1220
1258	ukn	1221
1259	ukn	1222
1260	ukn	1223
1261	ukn	1224
1262	schwartz electro-optics, inc.	1225
1263	ukn	1226
1264	sandia corporation	1227
1265	sandia national laboratories	1228
1266	ukn	1229
1267	ukn	1230
1268	r & m deese inc.	1231
1269	spectra-physics, inc.	1232
1270	spectra-physics, inc.	1233
1271	lucas industries	1234
1272	minnesota mining and manufacturing company	1235
